id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code
26808,WBGG,large_airport,Kuching International Airport,1.487364,110.352859,89,AS,MY,MY-13,Kuching,yes,WBGG,KCH,WBGG,
26809,WBGJ,medium_airport,Limbang Airport,4.808300018,115.0100021,14,AS,MY,MY-13,Limbang,yes,WBGJ,LMN,WBGJ,
350992,WBGK,medium_airport,Mukah Airport,2.881944,112.043333,20,AS,MY,MY-13,Mukah,yes,WBGK,MKM,WBGK,
26810,WBGM,medium_airport,Marudi Airport,4.178734,114.330318,103,AS,MY,MY-13,Marudi,yes,WBGM,MUR,WBGM,
26811,WBGR,medium_airport,Miri Airport,4.32201,113.987,59,AS,MY,MY-13,Miri,yes,WBGR,MYY,WBGR,
26812,WBGS,medium_airport,Sibu Airport,2.2616,111.985001,122,AS,MY,MY-13,Sibu,yes,WBGS,SBW,WBGS,
30682,WBGZ,medium_airport,Bario Airport,3.734648,115.478548,3350,AS,MY,MY-13,Bario,yes,WBGZ,BBN,WBGZ,
26813,WBKD,medium_airport,Lahad Datu Airport,5.03241,118.32376,45,AS,MY,MY-12,Lahad Datu,yes,WBKD,LDU,WBKD,
26814,WBKK,large_airport,Kota Kinabalu International Airport,5.932743,116.049324,10,AS,MY,MY-12,Kota Kinabalu,yes,WBKK,BKI,WBKK,
26815,WBKL,medium_airport,Labuan Airport,5.301667,115.248333,101,AS,MY,MY-15,Labuan,yes,WBKL,LBU,WBKL,
26816,WBKS,medium_airport,Sandakan Airport,5.900899887,118.0589981,46,AS,MY,MY-12,Sandakan,yes,WBKS,SDK,WBKS,
26817,WBKW,medium_airport,Tawau Airport,4.31338,118.12152,57,AS,MY,MY-12,Tawau,yes,WBKW,TWU,WBKW,
26818,WBMU,medium_airport,Mulu Airport,4.04832983,114.8050003,80,AS,MY,MY-13,Mulu,yes,WBMU,MZV,WBMU,
26819,WBSB,large_airport,Brunei International Airport,4.9442,114.928001,73,AS,BN,BN-BM,Bandar Seri Begawan,yes,WBSB,BWN,WBSB,
26821,WIBB,medium_airport,Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,0.458647,101.444321,102,AS,ID,ID-RI,Pekanbaru,yes,WIBB,PKU,WIBB,
26822,WIBD,medium_airport,Pinang Kampai Airport,1.609026,101.433493,55,AS,ID,ID-RI,Dumai,yes,WIBD,DUM,WIBD,
26857,WIBJ,medium_airport,Japura Airport,-0.352808,102.334999,62,AS,ID,ID-RI,Rengat-Sumatra Island,no,WIBJ,RGT,WIBJ,
333068,WICA,medium_airport,Kertajati International Airport,-6.647384,108.165561,134,AS,ID,ID-JB,Kertajati,yes,WICA,KJT,WICA,
26824,WICC,medium_airport,Husein Sastranegara International Airport,-6.90063,107.575996,2436,AS,ID,ID-JB,Bandung,yes,WICC,BDO,WICC,
26828,WIDD,large_airport,Hang Nadim International Airport,1.12103,104.119003,126,AS,ID,ID-KR,Batam,yes,WIDD,BTH,WIDD,
26830,WIDN,medium_airport,Raja Haji Fisabilillah International Airport,0.92397,104.53341,52,AS,ID,ID-KR,Tanjung Pinang-Bintan Island,yes,WIDN,TNJ,WIDN,
26832,WIHH,large_airport,Halim Perdanakusuma International Airport,-6.266989,106.890318,84,AS,ID,ID-JK,Jakarta,yes,WIHH,HLP,WIHH,
26835,WIII,large_airport,Soekarno-Hatta International Airport,-6.12557,106.655998,34,AS,ID,ID-BT,Jakarta,yes,WIII,CGK,WIII,
26827,WILL,medium_airport,Radin Inten II International Airport,-5.246803,105.182531,282,AS,ID,ID-LA,Bandar Lampung,yes,WILL,TKG,WILL,
26836,WIMB,medium_airport,Binaka Airport,1.166275,97.705196,20,AS,ID,ID-SU,Gunungsitoli,yes,WIMB,GNS,WIMB,
26837,WIME,medium_airport,Aek Godang Airport,1.4001,99.430496,922,AS,ID,ID-SU,Padang Sidempuan,no,WIME,AEG,WIME,
26839,WIMK,medium_airport,Soewondo Air Force Base,3.558425,98.672275,114,AS,ID,ID-SU,Medan,no,WIMK,MES,WIMK,
309577,WIMM,large_airport,Kualanamu International Airport,3.637847,98.870566,23,AS,ID,ID-SU,Beringin,yes,WIMM,KNO,WIMM,
26841,WIMS,medium_airport,Dr. Ferdinand Lumban Tobing Airport,1.557127,98.887145,33,AS,ID,ID-SU,Sibolga (Pinangsori),yes,WIMS,FLZ,WIMS,
507992,WIMU,medium_airport,Alas Leuser Airport,3.391456,97.863726,419,AS,ID,ID-AC,Kutacane,yes,,LSR,WIMU,
26843,WIOG,medium_airport,Nanga Pinoh Airport,-0.34864,111.746155,123,AS,ID,ID-KB,Nanga Pinoh-Borneo Island,yes,WIOG,NPO,WIOG,
26844,WIOK,medium_airport,Rahadi Osman Airport,-1.817165,109.963469,46,AS,ID,ID-KB,Ketapang,yes,WIOK,KTG,WIOK,
26846,WION,medium_airport,Ranai Airport,3.90871,108.388,7,AS,ID,ID-KR,Ranai-Natuna Besar Island,yes,,NTX,WIDO,
26847,WIOO,large_airport,Supadio International Airport,-0.152258,109.404493,10,AS,ID,ID-KB,Pontianak,yes,WIOO,PNK,WIOO,
26848,WIOP,medium_airport,Pangsuma Airport,0.834579,112.940217,297,AS,ID,ID-KB,Putussibau-Borneo Island,yes,WIOP,PSU,WIOP,
525696,WIOS,medium_airport,Tebelian Airport,-0.045214,111.458049,97,AS,ID,ID-KB,Sintang,yes,WIOS,SQG,WIOS,
26852,WIPK,medium_airport,Depati Amir Airport,-2.1622,106.139,109,AS,ID,ID-BB,Pangkal Pinang,yes,WIKK,PGK,WIKK,
26853,WIPL,medium_airport,Fatmawati Soekarno Airport,-3.8637,102.338997,50,AS,ID,ID-BE,Bengkulu,yes,WIGG,BKS,WIGG,
26855,WIPP,medium_airport,Sultan Mahmud Badaruddin II Airport,-2.897653,104.698147,49,AS,ID,ID-SS,Palembang,yes,WIPP,PLM,WIPP,
26856,WIPQ,medium_airport,Pendopo Airport,-3.286070108,103.8799973,184,AS,ID,ID-SS,Talang Gudang-Sumatra Island,yes,WIPQ,PDO,WIPQ,
26858,WIPT,large_airport,Minangkabau International Airport,-0.785964,100.280384,18,AS,ID,ID-SB,Padang (Katapiang),yes,WIEE,PDG,WIEE,
31889,WITC,medium_airport,Cut Nyak Dhien Airport,4.040998,96.253312,10,AS,ID,ID-AC,Kuala Pesisir,yes,WITC,MEQ,WITC,
333093,WITK,medium_airport,Rembele Airport,4.72113,96.851943,4648,AS,ID,ID-AC,Takengon,yes,WITK,TXE,WITK,
26860,WITL,medium_airport,Lhok Sukon Airport,5.06951,97.259201,28,AS,ID,ID-AC,Lhok Sukon-Sumatra Island,no,WITL,LSX,WITL,
26862,WITT,large_airport,Sultan Iskandar Muda International Airport,5.525087,95.41997,65,AS,ID,ID-AC,Banda Aceh,yes,WITT,BTJ,WITT,
26864,WMBT,medium_airport,Tioman Airport,2.81818,104.160004,15,AS,MY,MY-06,Tioman Island,yes,WMBT,TOD,WMBT,
26866,WMKA,medium_airport,Sultan Abdul Halim Airport,6.189670086,100.3980026,15,AS,MY,MY-02,Alor Satar,yes,WMKA,AOR,WMKA,
26867,WMKB,medium_airport,RMAF Butterworth Air Base,5.46592,100.390999,11,AS,MY,MY-07,Butterworth,no,WMKB,BWH,WMKB,
26868,WMKC,medium_airport,Sultan Ismail Petra Airport,6.16685009,102.2929993,16,AS,MY,MY-03,Kota Baharu,yes,WMKC,KBR,WMKC,
26869,WMKD,medium_airport,Kuantan Airport,3.77538991,103.2089996,58,AS,MY,MY-06,Kuantan,yes,WMKD,KUA,WMKD,
26870,WMKE,medium_airport,Kerteh Airport,4.53722,103.427002,18,AS,MY,MY-11,Kerteh,no,WMKE,KTE,WMKE,
26872,WMKI,large_airport,Sultan Azlan Shah Airport,4.56733,101.091643,130,AS,MY,MY-08,Ipoh,yes,WMKI,IPH,WMKI,
26873,WMKJ,large_airport,Senai International Airport,1.64131,103.669998,135,AS,MY,MY-01,Johor Bahru,yes,WMKJ,JHB,WMKJ,
26874,WMKK,large_airport,Kuala Lumpur International Airport,2.74558,101.709999,69,AS,MY,MY-10,Sepang,yes,WMKK,KUL,WMKK,
26875,WMKL,large_airport,Langkawi International Airport,6.32973,99.728699,29,AS,MY,MY-02,Langkawi,yes,WMKL,LGK,WMKL,
26876,WMKM,medium_airport,Malacca International Airport,2.265613,102.252778,35,AS,MY,MY-04,Malacca,yes,WMKM,MKZ,WMKM,
26877,WMKN,medium_airport,Sultan Mahmud Airport,5.382639885,103.1029968,21,AS,MY,MY-11,Kuala Terengganu,yes,WMKN,TGG,WMKN,
26878,WMKP,large_airport,Penang International Airport,5.296303,100.276185,11,AS,MY,MY-07,Penang,yes,WMKP,PEN,WMKP,
26879,WMSA,large_airport,Sultan Abdul Aziz Shah International Airport,3.13058,101.549004,90,AS,MY,MY-10,Subang,yes,WMSA,SZB,WMSA,
26880,WPDB,medium_airport,"Commander in Chief of FALINTIL, Kay Rala Xanana Gusṃo, International Airport",-9.301856,125.286302,96,AS,TL,TL-CO,Suai,yes,WPDB,UAI,WPDB,
26881,WPDL,large_airport,Presidente Nicolau Lobato International Airport,-8.546562,125.524507,154,AS,TL,TL-DI,Dili,yes,WPDL,DIL,WPDL,
26882,WPEC,medium_airport,Baucau Airport,-8.486479,126.399981,1771,AS,TL,TL-BA,Baucau,yes,WPEC,BCH,WPEC,
35138,WPOC,large_airport,Oecusse Route of the Sandalwood International Airport,-9.198419,124.337873,,AS,TL,TL-OE,Oecussi-Ambeno,yes,WPOC,OEC,WPOC,
26884,WSAP,medium_airport,Paya Lebar Air Base,1.36042,103.910004,65,AS,SG,SG-04,Paya Lebar,no,WSAP,QPG,WSAP,
26885,WSAT,medium_airport,Tengah Air Base,1.387561,103.708291,50,AS,SG,SG-03,Western Water Catchment,no,WSAT,TGA,WSAT,
26886,WSSL,medium_airport,Seletar Airport,1.41555,103.86673,36,AS,SG,SG-02,Seletar,yes,WSSL,XSP,WSSL,
26887,WSSS,large_airport,Singapore Changi Airport,1.35019,103.994003,22,AS,SG,SG-04,Singapore,yes,WSSS,SIN,WSSS,
26888,YABA,medium_airport,Albany Airport,-34.943333,117.808889,233,OC,AU,AU-WA,Albany,yes,YABA,ALH,YABA,
26891,YARA,medium_airport,Ararat Airport,-37.309978,142.988688,1008,OC,AU,AU-VIC,Ararat,no,YARA,ARY,YARA,
26893,YARM,medium_airport,Armidale Airport,-30.52809906,151.6170044,3556,OC,AU,AU-NSW,Armidale,yes,YARM,ARM,YARM,
26895,YAYE,medium_airport,Ayers Rock Connellan Airport,-25.185913,130.97703,1626,OC,AU,AU-NT,Yulara,yes,YAYE,AYQ,YAYE,
26899,YBAR,medium_airport,Barcaldine Airport,-23.566268,145.302086,878,OC,AU,AU-QLD,Barcaldine,yes,YBAR,BCI,YBAR,
26900,YBAS,medium_airport,Alice Springs Airport,-23.806588,133.903427,1789,OC,AU,AU-NT,Alice Springs,yes,YBAS,ASP,YBAS,
26901,YBBN,large_airport,Brisbane International Airport,-27.38419914,153.1170044,13,OC,AU,AU-QLD,Brisbane,yes,YBBN,BNE,YBBN,
26902,YBCG,large_airport,Gold Coast Airport,-28.165962,153.506641,21,OC,AU,AU-QLD,Gold Coast,yes,YBCG,OOL,YBCG,
26903,YBCK,medium_airport,Blackall Airport,-24.431678,145.429716,928,OC,AU,AU-QLD,Blackall,yes,YBCK,BKQ,YBCK,
26904,YBCS,large_airport,Cairns International Airport,-16.878921,145.74948,10,OC,AU,AU-QLD,Cairns,yes,YBCS,CNS,YBCS,
26905,YBCV,medium_airport,Charleville Airport,-26.41329956,146.2619934,1003,OC,AU,AU-QLD,Charleville,yes,YBCV,CTL,YBCV,
26907,YBDV,medium_airport,Birdsville Airport,-25.89749908,139.3480072,159,OC,AU,AU-QLD,,yes,YBDV,BVI,YBDV,
26908,YBHI,medium_airport,Broken Hill Airport,-32.00139999,141.4720001,958,OC,AU,AU-NSW,Broken Hill,yes,YBHI,BHQ,YBHI,
26909,YBHM,medium_airport,Hamilton Island Airport,-20.35810089,148.9519959,15,OC,AU,AU-QLD,Hamilton Island,yes,YBHM,HTI,YBHM,
26910,YBIE,medium_airport,Bedourie Airport,-24.3461,139.460007,300,OC,AU,AU-QLD,Bedourie,yes,YBIE,BEU,YBIE,
26912,YBKE,medium_airport,Bourke Airport,-30.03919983,145.9519958,352,OC,AU,AU-NSW,,yes,YBKE,BRK,YBKE,
26914,YBLA,medium_airport,Benalla Airport,-36.551899,146.007004,569,OC,AU,AU-VIC,Benalla,no,YBLA,BLN,YBLA,
26917,YBMA,medium_airport,Mount Isa Airport,-20.66638,139.488468,1121,OC,AU,AU-QLD,Mount Isa,yes,YBMA,ISA,YBMA,
26919,YBMK,medium_airport,Mackay Airport,-21.170816,149.182588,19,OC,AU,AU-QLD,Mackay,yes,YBMK,MKY,YBMK,
26920,YBNA,medium_airport,Ballina Byron Gateway Airport,-28.833236,153.561471,7,OC,AU,AU-NSW,Ballina,yes,YBNA,BNK,YBNA,
26921,YBNS,medium_airport,Bairnsdale Airport,-37.887539,147.569379,165,OC,AU,AU-VIC,Bairnsdale,no,YBNS,BSJ,YBNS,
26922,YBOK,medium_airport,Oakey Army Aviation Centre,-27.409262,151.736727,1335,OC,AU,AU-QLD,,yes,YBOK,OKY,YBOK,
26923,YBOU,medium_airport,Boulia Airport,-22.91329956,139.8999939,542,OC,AU,AU-QLD,,yes,YBOU,BQL,YBOU,
26924,YBPN,medium_airport,Proserpine Whitsunday Coast Airport,-20.494416,148.553583,82,OC,AU,AU-QLD,Proserpine,yes,YBPN,PPP,YBPN,
26925,YBRK,medium_airport,Rockhampton Airport,-23.380019,150.475359,34,OC,AU,AU-QLD,Rockhampton,yes,YBRK,ROK,YBRK,
26927,YBRM,large_airport,Broome International Airport,-17.949194,122.2283,56,OC,AU,AU-WA,Broome,yes,YBRM,BME,YBRM,
26928,YBRN,medium_airport,Balranald Airport,-34.624834,143.577114,210,OC,AU,AU-NSW,,no,YBRN,BZD,YBRN,
26929,YBRW,medium_airport,Brewarrina Airport,-29.975792,146.81438,414,OC,AU,AU-NSW,,no,YBRW,BWQ,YBRW,
26918,YBSU,large_airport,Sunshine Coast Airport,-26.593324,153.08319,15,OC,AU,AU-QLD,Maroochydore,yes,YBSU,MCY,YBSU,
26932,YBTH,medium_airport,Bathurst Airport,-33.406817,149.651161,2435,OC,AU,AU-NSW,Bathurst,yes,YBTH,BHS,YBTH,
26933,YBTI,medium_airport,Bathurst Island Airport,-11.764966,130.615774,67,OC,AU,AU-NT,Wurrumiyanga,no,YBTI,BRT,YBTI,
26934,YBTL,medium_airport,Townsville Airport / RAAF Base Townsville,-19.252904,146.766512,18,OC,AU,AU-QLD,Townsville,yes,YBTL,TSV,YBTL,
26935,YBTR,medium_airport,Blackwater Airport,-23.6031,148.807007,657,OC,AU,AU-QLD,,no,YBTR,BLT,YBTR,
26936,YBUD,medium_airport,Bundaberg Airport,-24.905039,152.322612,107,OC,AU,AU-QLD,Bundaberg,yes,YBUD,BDB,YBUD,
26939,YBWP,medium_airport,Weipa Airport,-12.677493,141.922618,63,OC,AU,AU-QLD,Weipa,yes,YBWP,WEI,YBWP,
315119,YBWW,large_airport,Toowoomba Wellcamp Airport,-27.558332,151.793335,1509,OC,AU,AU-QLD,Toowoomba,yes,YBWW,WTB,YBWW,
26941,YCAR,medium_airport,Carnarvon Airport,-24.884337,113.666393,13,OC,AU,AU-WA,Carnarvon,yes,YCAR,CVQ,YCAR,
26943,YCBA,medium_airport,Cobar Airport,-31.53829956,145.7940063,724,OC,AU,AU-NSW,,yes,YCBA,CAZ,YCBA,
26944,YCBB,medium_airport,Coonabarabran Airport,-31.3325,149.266998,2117,OC,AU,AU-NSW,,no,YCBB,COJ,YCBB,
26946,YCBP,medium_airport,Coober Pedy Airport,-29.038312,134.722166,740,OC,AU,AU-SA,Coober Pedy,yes,YCBP,CPD,YCBP,
26947,YCCA,medium_airport,Chinchilla Airport,-26.771947,150.617571,1028,OC,AU,AU-QLD,Chinchilla,no,YCCA,CCL,YCCA,
26948,YCCY,medium_airport,Cloncurry Airport,-20.66860008,140.5039978,616,OC,AU,AU-QLD,Cloncurry,yes,YCCY,CNJ,YCCY,
26950,YCDU,medium_airport,Ceduna Airport,-32.13059998,133.7100067,77,OC,AU,AU-SA,,yes,YCDU,CED,YCDU,
26951,YCEE,medium_airport,Cleve Airport,-33.709702,136.505005,589,OC,AU,AU-SA,,no,YCEE,CVC,YCEE,
27132,YCFS,medium_airport,Coffs Harbour Airport,-30.320601,153.115997,18,OC,AU,AU-NSW,Coffs Harbour,yes,YCFS,CFS,YCFS,
26954,YCIN,medium_airport,RAAF Base Curtin,-17.581389,123.828333,300,OC,AU,AU-WA,Derby,no,YCIN,DCN,YCIN,
26955,YCKN,medium_airport,Cooktown Airport,-15.443649,145.183221,26,OC,AU,AU-QLD,,yes,YCKN,CTN,YCKN,
26956,YCMT,medium_airport,Clermont Airport,-22.7731,147.621002,908,OC,AU,AU-QLD,,no,YCMT,CMQ,YCMT,
26957,YCMU,medium_airport,Cunnamulla Airport,-28.03000069,145.621994,630,OC,AU,AU-QLD,,yes,YCMU,CMA,YCMU,
26959,YCNM,medium_airport,Coonamble Airport,-30.980946,148.377833,604,OC,AU,AU-NSW,,yes,YCNM,CNB,YCNM,
26961,YCOE,medium_airport,Coen Airport,-13.761133,143.113311,532,OC,AU,AU-QLD,Coen,yes,YCOE,CUQ,YCOE,
26962,YCOM,medium_airport,Cooma Snowy Mountains Airport,-36.300445,148.972408,3088,OC,AU,AU-NSW,Cooma,yes,YCOM,OOM,YCOM,
26963,YCOR,medium_airport,Corowa Airport,-35.994701,146.356995,469,OC,AU,AU-NSW,,no,YCOR,CWW,YCOR,
26964,YCRG,medium_airport,Corryong Airport,-36.18280029,147.8880005,963,OC,AU,AU-VIC,,no,YCRG,CYG,YCRG,
26965,YCTM,medium_airport,Cootamundra Airport,-34.624283,148.036641,1110,OC,AU,AU-NSW,,no,YCTM,CMD,YCTM,
26968,YCWR,medium_airport,Cowra Airport,-33.846894,148.648007,966,OC,AU,AU-NSW,,no,YCWR,CWT,YCWR,
26970,YDBI,medium_airport,Dirranbandi Airport,-28.587912,148.217161,567,OC,AU,AU-QLD,,no,YDBI,DRN,YDBI,
26971,YDBY,medium_airport,Derby Airport,-17.37193,123.66221,24,OC,AU,AU-WA,Derby,no,YDBY,DRB,YDBY,
26972,YDLQ,medium_airport,Deniliquin Airport,-35.55939865,144.9459991,316,OC,AU,AU-NSW,Deniliquin,no,YDLQ,DNQ,YDLQ,
26975,YDPO,medium_airport,Devonport Airport,-41.16970062,146.4299927,33,OC,AU,AU-TAS,Devonport,yes,YDPO,DPO,YDPO,
26976,YDYS,medium_airport,Dysart Airport,-22.6222,148.363998,670,OC,AU,AU-QLD,,no,YDYS,DYA,YDYS,
26979,YECH,medium_airport,Echuca Airport,-36.15719986,144.7619934,323,OC,AU,AU-VIC,,no,YECH,ECH,YECH,
26980,YELD,medium_airport,Elcho Island Airport,-12.01939964,135.5709991,101,OC,AU,AU-NT,Elcho Island,yes,YELD,ELC,YELD,
26981,YEML,medium_airport,Emerald Airport,-23.56749916,148.1790009,624,OC,AU,AU-QLD,Emerald,yes,YEML,EMD,YEML,
26982,YESP,medium_airport,Esperance Airport,-33.684399,121.822998,470,OC,AU,AU-WA,Esperance,yes,YESP,EPR,YESP,
342792,YEWA,medium_airport,Eliwana,-22.428395,116.887879,1576,OC,AU,AU-WA,,no,,WHB,YEWA,
26984,YFBS,medium_airport,Forbes Airport,-33.363602,147.934998,760,OC,AU,AU-NSW,Forbes,no,YFBS,FRB,YFBS,
26985,YFRT,medium_airport,Forrest Airport,-30.83662,128.112811,511,OC,AU,AU-WA,,no,YFRT,FOS,YFRT,
26986,YFTZ,medium_airport,Fitzroy Crossing Airport,-18.183596,125.559783,368,OC,AU,AU-WA,,yes,YFTZ,FIZ,YFTZ,
26989,YGDH,medium_airport,Gunnedah Airport,-30.957511,150.248981,863,OC,AU,AU-NSW,,no,YGDH,GUH,YGDH,
26991,YGEL,medium_airport,Geraldton Airport,-28.796101,114.707001,121,OC,AU,AU-WA,Moonyoonooka,yes,YGEL,GET,YGEL,
26992,YGFN,medium_airport,Clarence Valley Regional Airport,-29.754795,153.031234,110,OC,AU,AU-NSW,Grafton,no,YGFN,GFN,YGFN,
26994,YGLA,medium_airport,Gladstone Airport,-23.869763,151.225439,64,OC,AU,AU-QLD,Gladstone,yes,YGLA,GLT,YGLA,4680
26995,YGLB,medium_airport,Goulburn Airport,-34.81029892,149.7259979,2141,OC,AU,AU-NSW,,no,YGLB,GUL,YGLB,
26996,YGLI,medium_airport,Glen Innes Airport,-29.676029,151.691156,3433,OC,AU,AU-NSW,Glen Innes,no,YGLI,GLI,YGLI,
26997,YGPT,medium_airport,Garden Point Airport,-11.399686,130.425568,90,OC,AU,AU-NT,Pirlangimpi,no,YGPT,GPN,YGPT,
26998,YGTE,medium_airport,Groote Eylandt Airport,-13.972405,136.458553,53,OC,AU,AU-NT,Groote Eylandt,yes,YGTE,GTE,YGTE,
26999,YGTH,medium_airport,Griffith Airport,-34.25080109,146.0670013,439,OC,AU,AU-NSW,Griffith,yes,YGTH,GFF,YGTH,
27002,YHAY,medium_airport,Hay Airport,-34.531399,144.830002,305,OC,AU,AU-NSW,,no,YHAY,HXX,YHAY,
27003,YHBA,medium_airport,Hervey Bay Airport,-25.320127,152.880662,60,OC,AU,AU-QLD,Hervey Bay,yes,YHBA,HVB,YHBA,
27004,YHID,medium_airport,Horn Island Airport,-10.585636,142.29277,43,OC,AU,AU-QLD,Horn,yes,YHID,HID,YHID,
27005,YHLC,medium_airport,Halls Creek Airport,-18.2339,127.669998,1346,OC,AU,AU-WA,,no,YHLC,HCQ,YHLC,
27007,YHML,medium_airport,Hamilton Airport,-37.64889908,142.0650024,803,OC,AU,AU-VIC,,no,YHML,HLT,YHML,
27008,YHOT,medium_airport,Mount Hotham Airport,-37.04750061,147.3339996,4260,OC,AU,AU-VIC,Mount Hotham,yes,YHOT,MHU,YHOT,
27010,YHPN,medium_airport,Hopetoun Airport,-35.715302,142.360001,256,OC,AU,AU-VIC,,no,YHPN,HTU,YHPN,
27011,YHSM,medium_airport,Horsham Airport,-36.66970062,142.1730042,445,OC,AU,AU-VIC,,no,YHSM,HSM,YHSM,
27016,YIVL,medium_airport,Inverell Airport,-29.88829994,151.1439972,2667,OC,AU,AU-NSW,Inverell,no,YIVL,IVR,YIVL,
27022,YKER,medium_airport,Kerang Airport,-35.75139999,143.9389954,254,OC,AU,AU-VIC,,no,YKER,KRA,YKER,
27023,YKII,medium_airport,King Island Airport,-39.87749863,143.878006,132,OC,AU,AU-TAS,,yes,YKII,KNS,YKII,
27025,YKMP,medium_airport,Kempsey Airport,-31.07232,152.765313,54,OC,AU,AU-NSW,,no,YKMP,KPS,YKMP,
27026,YKOW,medium_airport,Kowanyama Airport,-15.485369,141.752572,35,OC,AU,AU-QLD,Kowanyama,yes,YKOW,KWM,YKOW,
27027,YKRY,medium_airport,Kingaroy Airport,-26.581077,151.839927,1492,OC,AU,AU-QLD,,no,YKRY,KGY,YKRY,
27028,YKSC,medium_airport,Kingscote Airport,-35.71390152,137.5209961,24,OC,AU,AU-SA,,yes,YKSC,KGC,YKSC,
27030,YLEC,medium_airport,Leigh Creek Airport,-30.598301,138.425995,856,OC,AU,AU-SA,,no,YLEC,LGH,YLEC,
27032,YLEO,medium_airport,Leonora Airport,-28.87809944,121.3150024,1217,OC,AU,AU-WA,Leonora,yes,YLEO,LNO,YLEO,
27034,YLHR,medium_airport,Lockhart River Airport,-12.7869,143.304993,77,OC,AU,AU-QLD,Lockhart River,yes,YLHR,IRG,YLHR,
27035,YLIS,medium_airport,Lismore Airport,-28.830689,153.258419,35,OC,AU,AU-NSW,Lismore,yes,YLIS,LSY,YLIS,
27037,YLRD,medium_airport,Lightning Ridge Airport,-29.452857,147.977146,540,OC,AU,AU-NSW,,yes,YLRD,LHG,YLRD,
27038,YLRE,medium_airport,Longreach Airport,-23.4342,144.279999,627,OC,AU,AU-QLD,Longreach,yes,YLRE,LRE,YLRE,
27039,YLST,medium_airport,Leinster Airport,-27.84329987,120.7030029,1631,OC,AU,AU-WA,,yes,YLST,LER,YLST,
27041,YLTV,medium_airport,Latrobe Valley Airport,-38.211004,146.470817,180,OC,AU,AU-VIC,Morwell,no,YLTV,TGN,YLTV,
27043,YMAV,large_airport,Melbourne Avalon International Airport,-38.040269,144.467196,35,OC,AU,AU-VIC,Geelong/Melbourne,yes,YMAV,AVV,YMAV,
27044,YMAY,medium_airport,Albury Airport,-36.066758,146.959148,539,OC,AU,AU-NSW,East Albury,yes,YMAY,ABX,YMAY,
27045,YMBA,medium_airport,Mareeba Airport,-17.070277,145.424228,1560,OC,AU,AU-QLD,Mareeba,no,YMBA,MRG,YMBA,
27048,YMDG,medium_airport,Mudgee Airport,-32.564794,149.609452,1545,OC,AU,AU-NSW,Mudgee,no,YMDG,DGE,YMDG,
27050,YMEK,medium_airport,Meekatharra Airport,-26.61170006,118.5479965,1713,OC,AU,AU-WA,,yes,YMEK,MKR,YMEK,
27051,YMEN,medium_airport,Melbourne Essendon Airport,-37.7281,144.901993,282,OC,AU,AU-VIC,Essendon Fields,yes,YMEN,MEB,YMEN,
27052,YMER,medium_airport,Merimbula Airport,-36.90859985,149.901001,7,OC,AU,AU-NSW,Merimbula,yes,YMER,MIM,YMER,
27055,YMGD,medium_airport,Maningrida Airport,-12.05609989,134.2339935,123,OC,AU,AU-NT,Maningrida,yes,YMGD,MNG,YMGD,
27058,YMHB,large_airport,Hobart International Airport,-42.837032,147.513022,13,OC,AU,AU-TAS,Hobart (Cambridge),yes,YMHB,HBA,YMHB,
27060,YMIA,medium_airport,Mildura Airport,-34.22919846,142.0859985,167,OC,AU,AU-VIC,Mildura,yes,YMIA,MQL,YMIA,
27063,YMLT,medium_airport,Launceston Airport,-41.544935,147.210785,562,OC,AU,AU-TAS,Launceston (Western Junction),yes,YMLT,LST,YMLT,
27064,YMMB,medium_airport,Melbourne Moorabbin Airport,-37.977765,145.099799,50,OC,AU,AU-VIC,Melbourne,yes,YMMB,MBW,YMMB,
27066,YMML,large_airport,Melbourne Airport,-37.670732,144.837898,434,OC,AU,AU-VIC,Melbourne,yes,YMML,MEL,YMML,
27069,YMNE,medium_airport,Mount Keith Airport,-27.28733,120.554937,1792,OC,AU,AU-WA,,no,YMNE,WME,YMNE,
27071,YMOG,medium_airport,Mount Magnet Airport,-28.11610031,117.8420029,1354,OC,AU,AU-WA,,yes,YMOG,MMG,YMOG,
27072,YMOR,medium_airport,Moree Airport,-29.49889946,149.8450012,701,OC,AU,AU-NSW,Moree,yes,YMOR,MRZ,YMOR,
27074,YMRB,medium_airport,Moranbah Airport,-22.05780029,148.0769959,770,OC,AU,AU-QLD,Moranbah,yes,YMRB,MOV,YMRB,
27803,YMRE,medium_airport,Marree Airport,-29.6633,138.065002,50,OC,AU,AU-SA,,no,YMRE,RRE,YMRE,
27075,YMRY,medium_airport,Moruya Airport,-35.89780045,150.1439972,14,OC,AU,AU-NSW,Moruya,yes,YMRY,MYA,YMRY,
507498,YMTG,medium_airport,Mount Gambier Airport,-37.744382,140.780561,,OC,AU,AU-SA,Mount Gambier,yes,YMTG,MGB,YMTG,
27081,YNAR,medium_airport,Narrandera Airport,-34.70220184,146.5119934,474,OC,AU,AU-NSW,Narrandera,yes,YNAR,NRA,YNAR,
27082,YNBR,medium_airport,Narrabri Airport,-30.31920052,149.8269959,788,OC,AU,AU-NSW,Narrabri,yes,YNBR,NAA,YNBR,
